HospitalName,AvgOutOfPocketCost,Latitude,Longitude
GREAT RIVER MEDICAL CENTER,1245.882588,40.8096597,-91.1730702
UNIVERSITY OF IOWA HOSPITAL & CLINICS,2103.329545,41.6573931,-91.5487715
MERCY MEDICAL CENTER-NORTH IOWA,1576.684681,43.1500243,-93.2165482
COVENANT MEDICAL CENTER,1232.132994,42.4610813,-92.34616
MERCY MEDICAL CENTER-DUBUQUE,1522.681082,42.492721,-90.6750809
MERCY MEDICAL CENTER - CEDAR RAPIDS,1179.231489,41.9780945,-91.6557271
MERCY MEDICAL CENTER-CLINTON,1295.702684,41.8616353,-90.1887054
IOWA METHODIST MEDICAL CENTER,2290.893514,41.589149,-93.6338247
MERCY MEDICAL CENTER-DES MOINES,2027.709821,41.5986713,-93.6228884
OTTUMWA REGIONAL HEALTH CENTER,1185.679233,41.0288887,-92.3895049
BROADLAWNS MEDICAL CENTER,1590.335133,41.616506,-93.6421497
UNITY POINT HEALTH TRINITY,1327.028976,41.5660801,-90.5198013
ALLEN HOSPITAL,1481.893194,42.5266507,-92.3395639
SPENCER MUNICIPAL HOSPITAL,1079.067318,43.149637,-95.1433697
FINLEY HOSPITAL,1164.766627,42.4962806,-90.6859143
FORT MADISON COMMUNITY HOSPITAL,1134.802643,40.625953,-91.3835555
LAKES REGIONAL HEALTHCARE,1529.224164,43.4177136,-95.1248033
ST LUKES REGIONAL MEDICAL CENTER,1699.736267,42.5194638,-96.4059744
GRINNELL REGIONAL MEDICAL CENTER,1210.430344,41.7427063,-92.7343079
MERCY MEDICAL CENTER-SIOUX CITY,1764.907676,42.4956386,-96.4009146
VIA CHRISTI HOSPITAL PITTSBURG INC,1236.167405,37.3803626,-94.6845204
SAINT JOHN HOSPITAL,925.8838375,39.2824063,-94.9057467
SALINA REGIONAL HEALTH CENTER,1474.102686,38.8334967,-97.6102357
HAYS MEDICAL CENTER,1174.71758,38.878486,-99.299245
RANSOM MEMORIAL HOSPITAL,1088.397527,38.5963561,-95.2677091
UNIVERSITY OF KANSAS HLTH SYSTEM ST FRANCIS CAMPUS,1161.989644,39.0565558,-95.69591
SUSAN B ALLEN MEMORIAL HOSPITAL,1255.29329,37.8182791,-96.858427
HUTCHINSON REGIONAL MEDICAL CENTER INC,1149.631272,38.0777034,-97.8921853
ST CATHERINE HOSPITAL,1102.386944,37.9696779,-100.8683424
PRATT REGIONAL MEDICAL CENTER,1526.656232,37.6446993,-98.7291834
SUMNER REGIONAL MEDICAL CENTER,1132.727273,37.2783428,-97.3927192
UNIVERSITY OF KANSAS HOSPITAL,3162.41599,39.0558167,-94.608966
OLATHE MEDICAL CENTER,1566.125552,38.852603,-94.8229695
MERCY HOSPITAL-FORT SCOTT,971.1518306,37.8063647,-94.7100479
SOUTHWEST MEDICAL CENTER,2004.985278,37.0545096,-100.9258669
GEARY COMMUNITY HOSPITAL,1380.204314,39.0140681,-96.851104
"MERCY HOSPITAL, INC",1144.5,38.205397,-97.5168558
STORMONT VAIL HOSPITAL,2391.510288,39.0526033,-95.6964703
COFFEY COUNTY HOSPITAL,1257.311907,38.2024168,-95.7379518
NEWTON MEDICAL CENTER,1222.487848,38.0244914,-97.3331749
SHAWNEE MISSION MEDICAL CENTER,1571.563013,38.9957761,-94.6921139
MCPHERSON HOSPITAL INC,1050.711025,38.3787437,-97.6709975
MIAMI COUNTY MEDICAL CENTER,1487.388601,38.569485,-94.8491211
LABETTE HEALTH,1212.583115,37.3211252,-95.2649479
"VIA CHRISTI HOSPITALS WICHITA, INC",1378.8251,37.6994869,-97.3322209
WESLEY MEDICAL CENTER,2478.153134,37.6952735,-97.2977831
SAINT LUKE'S CUSHING HOSPITAL,1347.488591,39.3073185,-94.9183175
LAWRENCE MEMORIAL HOSPITAL,1407.86073,38.9789308,-95.2485837
"VIA CHRISTI HOSPITAL MANHATTAN, INC",1233.125263,39.2011158,-96.5992791
COFFEYVILLE REGIONAL MEDICAL CENTER,973.3674967,37.0409324,-95.6393051
PROVIDENCE MEDICAL CENTER,1232.645792,39.1265615,-94.7866525
SOUTH CENTRAL KS  MED CENTER,1506.81542,37.133018,-97.038391
MORTON COUNTY HOSPITAL,1028.07143,37.0019009,-101.9053025
WESTERN PLAINS MEDICAL COMPLEX,1499.621669,37.785425,-100.0150934
OVERLAND PARK REG MED CTR,1648.398833,38.9371122,-94.7252854
MENORAH MEDICAL CENTER,2159.123411,38.9103288,-94.6513981
KANSAS SURGERY & RECOVERY CENTER,2461.886203,37.7330809,-97.2250809
SAINT LUKE'S SOUTH HOSPITAL,1676.307107,38.9037578,-94.6699882
KANSAS HEART HOSPITAL,1137.126405,37.7503032,-97.2278284
SALINA SURGICAL HOSPITAL,2129.767717,38.833694,-97.6084566
KANSAS CITY ORTHOPAEDIC INSTITUTE,2045.204933,38.9267283,-94.6281311
MANHATTAN SURGICAL HOSPITAL LLC,1844.157361,39.2027429,-96.5991122
GREAT BEND REGIONAL HOSPITAL,1120.900093,38.3563105,-98.7908667
DOCTORS HOSPITAL LLC,1391.34482,38.9270913,-94.6436628
"KANSAS SPINE & SPECIALTY HOSPITAL, LLC",1953.623644,37.7435815,-97.226986
KANSAS MEDICAL CENTER LLC,1504.881268,37.7243585,-97.1480114
"SUMMIT SURGICAL, LLC",1494.431627,38.0802478,-97.8889985
MINIMALLY INVASIVE SURGERY HOSPITAL,1186.32,38.9242455,-94.7689968
"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",1567.393912,37.7257513,-97.5132964
"BLUE VALLEY HOSPITAL, INC",1214.43742,38.8962752,-94.669175
PREMIER SURGICAL INSTITUTE,1653.073695,37.075407,-94.6579321
ST ELIZABETH FT THOMAS,1587.049799,39.0781964,-84.4667364
WHITESBURG ARH HOSPITAL,1473.753575,37.1130228,-82.8126615
OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,989.7702909,37.1965203,-87.1894114
HIGHLANDS REGIONAL MEDICAL CENTER,1167.957742,37.7294325,-82.7671575
KING'S DAUGHTERS' MEDICAL CENTER,1600.748737,38.4703107,-82.6348908
SAINT JOSEPH HOSPITAL,1690.651515,38.0332481,-84.523622
SAINT JOSEPH LONDON,1145.382403,37.1178379,-84.1091044
HARDIN MEMORIAL HOSPITAL,1289.09512,37.7131604,-85.8766845
THE MEDICAL CENTER AT BOWLING GREEN,1458.347142,36.9957546,-86.4299604
JEWISH HOSPITAL - SHELBYVILLE,1170.816599,38.2090178,-85.2360657
T J SAMSON COMMUNITY HOSPITAL,1354.04801,37.0111774,-85.9051066
ST CLAIRE REGIONAL MEDICAL CENTER,1434.924136,38.1811163,-83.442287
MEADOWVIEW REGIONAL MEDICAL CENTER,1166.538959,38.6404252,-83.8083619
MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,1441.441445,36.6061506,-83.7402416
PINEVILLE COMMUNITY HOSPITAL,1026.245755,36.7626902,-83.7077084
SPRING VIEW HOSPITAL,1459.578185,37.5705078,-85.2606561
FLAGET MEMORIAL HOSPITAL,1208.105682,37.861878,-85.523221
MURRAY-CALLOWAY COUNTY HOSPITAL,1246.329367,36.6079783,-88.3095655
HAZARD ARH REGIONAL MEDICAL CENTER,1441.519035,37.2781545,-83.2283495
ST ELIZABETH MEDICAL CENTER NORTH,3476.140489,39.0132266,-84.5626515
OUR LADY OF BELLEFONTE HOSPITAL,1170.456195,38.507931,-82.6929628
OWENSBORO HEALTH REGIONAL HOSPITAL,2127.36702,37.7788478,-87.0633061
JEWISH HOSPITAL & ST MARY'S HEALTHCARE,2089.377378,38.2489682,-85.7512244
MEMORIAL HOSPITAL,999.4387181,37.162122,-83.7620857
PIKEVILLE MEDICAL CENTER,1447.255401,37.4718944,-82.5225014
ST ELIZABETH FLORENCE,2224.359077,39.0167798,-84.6315156
BOURBON COMMUNITY HOSPITAL,1518.573667,38.2211289,-84.2381509
EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,1141.882643,37.6442381,-84.7732703
BAPTIST HEALTH RICHMOND,1352.176293,37.7307718,-84.2923922
HARLAN ARH HOSPITAL,1129.552656,36.8096827,-83.3128767
JENNIE STUART MEDICAL CENTER,1249.698348,36.8611126,-87.4955476
FLEMING COUNTY HOSPITAL,904.6582921,38.4218509,-83.7520783
METHODIST HOSPITAL,1260.251673,37.8543586,-87.5818836
SAINT JOSEPH MOUNT STERLING,1213.232679,38.0771193,-83.9452682
LOGAN MEMORIAL HOSPITAL,1182.929771,36.8162686,-86.8814829
UNIVERSITY OF KENTUCKY HOSPITAL,5265.999226,38.0329059,-84.5067301
TUG VALLEY ARH REGIONAL MEDICAL CENTER,1239.147164,37.6764789,-82.2965887
TWIN LAKES REGIONAL MEDICAL CENTER,1045.035807,37.4727174,-86.28852
PAUL B HALL REGIONAL MEDICAL CENTER,876.7738242,37.8154761,-82.8131085
HARRISON MEMORIAL HOSPITAL,1265.528411,38.3839497,-84.271692
BAPTIST HEALTH CORBIN,1368.173188,36.9230643,-84.1203149
TAYLOR REGIONAL HOSPITAL,1204.235586,37.3664276,-85.3378037
NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,1998.570814,38.2477538,-85.7507854
CLARK REGIONAL MEDICAL CENTER,1202.138239,38.0114609,-84.2161315
BAPTIST HEALTH MADISONVILLE,1641.418429,37.3396916,-87.4927765
CRITTENDEN HEALTH SYSTEM,1085.55364,37.3290102,-88.0928239
GEORGETOWN COMMUNITY HOSPITAL,1495.214799,38.1866439,-84.5612931
LOURDES HOSPITAL,1848.944609,37.0504638,-88.6473046
BAPTIST HEALTH LEXINGTON,2090.532364,38.0181544,-84.5119903
BAPTIST HEALTH PADUCAH,1536.488508,37.074127,-88.6269737
MONROE COUNTY MEDICAL CENTER,1111.788174,36.6987974,-85.6763944
THE MEDICAL CENTER AT ALBANY,1201.944927,36.6979436,-85.1462354
ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,946.7699964,37.3572443,-84.3363745
JACKSON PURCHASE MEDICAL CENTER,1298.729705,36.7588002,-88.651384
TRISTAR GREENVIEW REGIONAL HOSPITAL,1515.799081,36.9648425,-86.436788
FRANKFORT REGIONAL MEDICAL CENTER,1729.650615,38.1600632,-84.9068302
THREE RIVERS MEDICAL CENTER,1012.319078,38.0923103,-82.604864
BAPTIST HEALTH LOUISVILLE,2135.698599,38.2382251,-85.6390046
LAKE CUMBERLAND REGIONAL HOSPITAL,1603.993976,37.085663,-84.6201361
BAPTIST HEALTH LA GRANGE,1271.836928,38.3956229,-85.3764736
KENTUCKY RIVER MEDICAL CENTER,916.1282024,37.5658724,-83.3697566
UNIVERSITY OF LOUISVILLE HOSPITAL,2469.796476,38.2480611,-85.744415
SAINT JOSEPH EAST,1482.101842,37.9991882,-84.4390925
LAFAYETTE GENERAL MEDICAL CENTER,1373.114341,30.202726,-92.0195239
THIBODAUX REGIONAL MEDICAL CENTER,1604.978101,29.7810535,-90.8055927
UNIVERSITY MEDICAL CENTER NEW ORLEANS,4263.457482,29.960568,-90.0814661
UNIVERSITY HOSPITAL & CLINICS,2828.883383,30.2171619,-92.0464557
NATCHITOCHES REGIONAL MEDICAL CENTER,1079.319295,31.75285,-93.079163
TERREBONNE GENERAL MEDICAL CENTER,1509.038382,29.5972061,-90.7142147
UNIVERSITY HEALTH CONWAY,1453.387297,32.450962,-92.105542
WEST CALCASIEU CAMERON HOSPITAL,1140.528981,30.2306859,-93.3686516
TECHE REGIONAL MEDICAL CENTER,1146.00263,29.7085886,-91.2010191
"NORTH OAKS MEDICAL CENTER, L L C",1751.919327,30.4670926,-90.4587173
OPELOUSAS GENERAL HEALTH SYSTEM,1052.726915,30.5447326,-92.0752527
CHRISTUS ST FRANCES CABRINI HOSPITAL,1504.146098,31.2833258,-92.4620057
LANE REGIONAL MEDICAL CENTER,1075.666083,30.6490105,-91.1375101
SAVOY MEDICAL CENTER,1069.498487,30.6422069,-92.4173673
RAPIDES REGIONAL MEDICAL CENTER,1621.83634,31.3151413,-92.4500652
CHRISTUS ST PATRICK HOSPITAL,1706.360862,30.216108,-93.227808
ABBEVILLE GENERAL HOSPITAL,991.1415041,29.973708,-92.1077483
OCHSNER MEDICAL CENTER,5498.821446,29.9611483,-90.1457593
WEST JEFFERSON MEDICAL CENTER,1841.726212,29.8920731,-90.0944039
SLIDELL MEMORIAL HOSPITAL,1517.80965,30.2837269,-89.770201
CHRISTUS HEALTH SHREVEPORT - BOSSIER,1708.49187,32.4260408,-93.7168124
ACADIA GENERAL HOSPITAL,1106.272623,30.2260268,-92.3635786
ST TAMMANY PARISH HOSPITAL,1517.302981,30.468666,-90.112846
TOURO INFIRMARY,1523.258991,29.9257745,-90.0923462
BEAUREGARD MEMORIAL HOSPITAL,959.7186847,30.8415571,-93.288339
JENNINGS AMERICAN LEGION HOSPITAL,1060.364858,30.2394492,-92.6631571
IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,1090.622095,29.9889124,-91.7855375
LAKE CHARLES MEMORIAL HOSPITAL,1289.945731,30.2046906,-93.1975818
OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,2622.220251,30.4032304,-91.1085456
BATON ROUGE GENERAL MEDICAL CENTER,2425.468366,30.4491379,-91.1531046
ST CHARLES PARISH HOSPITAL,2665.582714,29.924114,-90.3704954
WEST CARROLL MEMORIAL HOSPITAL,768.9599051,32.8683555,-91.3820474
NORTHERN LOUISIANA MEDICAL CENTER,1041.424979,32.5176592,-92.63358
SPRINGHILL MEDICAL CENTER,981.2364266,33.010286,-93.44389
WINN PARISH MEDICAL CENTER,1087.49632,31.9249767,-92.6451199
UNIVERSITY HEALTH SHREVEPORT,2544.179168,32.480733,-93.760888
AVOYELLES HOSPITAL,839.107639,31.1438552,-92.0610735
"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",2076.583523,30.150517,-92.036983
OAKDALE COMMUNITY HOSPITAL,1060.670361,30.8161646,-92.6437568
WILLIS KNIGHTON MEDICAL CENTER,2530.64574,32.4843501,-93.7787127
CLAIBORNE MEMORIAL MEDICAL CENTER,1077.976665,32.7943462,-93.0617134
MOREHOUSE GENERAL HOSPITAL,887.512468,32.7748904,-91.9171756
DESOTO REGIONAL HEALTH SYSTEM,937.0754108,32.0351398,-93.7080328
ST FRANCIS MEDICAL CENTER,1418.036881,32.499658,-92.114495
FRANKLIN MEDICAL CENTER,1051.244185,32.1585354,-91.706752
MINDEN MEDICAL CENTER,1494.300323,32.6172391,-93.2863556
LASALLE GENERAL HOSPITAL,933.544056,31.6938214,-92.1575962
EAST JEFFERSON GENERAL HOSPITAL,2394.932769,30.0130374,-90.1817668
RICHARDSON MEDICAL CENTER,1034.468743,32.4632268,-91.7491588
GLENWOOD REGIONAL MEDICAL CENTER,1394.269431,32.5129317,-92.1561531
BYRD REGIONAL HOSPITAL,978.7370711,31.1386079,-93.2689173
MERCY REGIONAL MEDICAL CENTER,1075.995835,30.6824069,-92.2663427
TULANE MEDICAL CENTER,5621.045255,29.9557828,-90.0762827
LAKEVIEW REGIONAL MEDICAL CENTER,1649.988493,30.4112395,-90.0808626
LEONARD J CHABERT MEDICAL CENTER,1479.573906,29.569876,-90.6882096
CITIZENS MEDICAL CENTER,870.0161598,32.077444,-92.094571
"CALDWELL MEMORIAL HOSPITAL, INC",934.5631182,32.1026125,-92.0772552
CHRISTUS LAKE AREA HOSPITAL,1571.494784,30.18091,-93.2503062
OCHSNER MEDICAL CENTER - BATON ROUGE,1372.920471,30.4429338,-90.9998453
"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",980.3023266,30.2880739,-89.74537
EAST CARROLL PARISH HOSPITAL,778.3254809,32.8105207,-91.1723425
SABINE MEDICAL CENTER,942.5984847,31.5604813,-93.4713546
WILLIS KNIGHTON BOSSIER HEALTH CENTER,1542.011846,32.5582296,-93.7182413
PHYSICIANS MEDICAL CENTER,3482.272733,29.6006288,-90.7494936
ST ELIZABETH HOSPITAL,1307.556146,30.2098401,-90.9318357
MONROE SURGICAL HOSPITAL,2259.52,32.5359538,-92.1023051
P & S SURGICAL HOSPITAL,1330.27139,32.5007641,-92.1141122
LOUISIANA HEART HOSPITAL,1238.137782,30.2999874,-89.9088869
SURGICAL SPECIALTY CENTER OF BATON ROUGE,4292.43119,30.376571,-91.1009545
PARK PLACE SURGICAL HOSPITAL,2039.786408,30.1494289,-92.0365801
STERLING SURGICAL HOSPITAL,4303.94118,30.2917431,-89.7708538
LAFAYETTE SURGICAL SPECIALTY HOSPITAL,3589.042457,30.1752815,-92.0265537
HEART HOSPITAL OF LAFAYETTE,2126.877732,30.1737523,-92.0263241
THE SPINE HOSPITAL OF LOUISIANA,2155.335832,30.38026,-91.094277
FAIRWAY MEDICAL CENTER,2207.068628,30.4080082,-90.0825612
LAFAYETTE GENERAL SURGICAL HOSPITAL,2535.382355,30.2040411,-92.0146933
SOUTHERN SURGICAL HOSPITAL,3989.598728,30.273324,-89.755695
OCHSNER MEDICAL CENTER-KENNER,1913.642933,30.0245345,-90.2706607
SPECIALISTS HOSPITAL SHREVEPORT,2699.807351,32.4974272,-93.7468416
DOCTORS HOSPITAL AT DEER CREEK L L C,1270.530487,31.1355924,-93.2688538
CENTRAL LOUISIANA SURGICAL HOSPITAL,2407.599038,31.313914,-92.4678969
CYPRESS POINTE SURGICAL HOSPITAL,2798.037744,30.4770546,-90.4129599
ST BERNARD PARISH HOSPITAL,1028.246963,29.955816,-89.9861436
OUR LADY OF THE ANGELS HOSPITAL,974.7644143,30.7781637,-89.8691107
NEW ORLEANS EAST HOSPITAL,9571.615385,30.0287823,-89.975367
ST JOSEPH HOSPITAL,1161.394702,44.814048,-68.7724859
MERCY HOSPITAL,1374.525302,43.6514471,-70.2649211
MAINE MEDICAL CENTER,4648.268749,43.6532195,-70.2751785
AROOSTOOK MEDICAL CENTER,918.06096,46.6750874,-67.9985867
SOUTHERN MAINE HEALTH CARE,1246.275802,43.4776176,-70.4903747
YORK HOSPITAL,1151.259296,43.142537,-70.6522577
MID COAST HOSPITAL,1159.233844,43.9060845,-69.8904322
CENTRAL MAINE MEDICAL CENTER,1715.59033,44.1021568,-70.2145298
CARY MEDICAL CENTER,1198.936027,46.8796557,-68.0082891
EASTERN MAINE MEDICAL CENTER,1883.028042,44.8078674,-68.7512305
ST MARY'S REGIONAL MEDICAL CENTER,1197.756627,44.1017462,-70.1996273
FRANKLIN MEMORIAL HOSPITAL,1032.354824,44.6261394,-70.1632104
MAINEGENERAL MEDICAL CENTER,1396.402303,44.3627559,-69.7806255
INLAND HOSPITAL,1062.375154,44.5428876,-69.6625689
MAINE COAST MEMORIAL HOSPITAL,1090.684981,44.5470352,-68.4161186
NORTHERN MAINE MEDICAL CENTER,995.2753532,47.265588,-68.5919397
PENOBSCOT BAY MEDICAL CENTER,1221.053663,44.1441064,-69.0842266
MERITUS MEDICAL CENTER,1437.91804,39.6226768,-77.6851973
UNIVERSITY OF MARYLAND MEDICAL CENTER,1575.464348,39.2880132,-76.6248449
UNIVERSITY OF MD PRINCE GEORGE'S HOSPITAL CTR,1137.240511,38.9306528,-76.9209112
HOLY CROSS HOSPITAL,1356.446109,39.0147079,-77.0347487
FREDERICK MEMORIAL HOSPITAL,1250.32765,39.4224195,-77.4149715
UNIVERSITY OF MARYLAND HARFORD MEMORIAL HOSPITAL,1312.40657,39.5429695,-76.0908574
MERCY MEDICAL CENTER INC,1607.9979,39.292837,-76.613246
"JOHNS HOPKINS HOSPITAL, THE",3227.576005,39.2972506,-76.5922077
SAINT AGNES HOSPITAL,1113.701346,39.2716024,-76.6737365
SINAI HOSPITAL OF BALTIMORE,1905.973761,39.3527548,-76.6619418
BON SECOURS HOSPITAL,948.0229878,39.2885013,-76.6495738
MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,1451.198666,39.3510975,-76.4778621
ADVENTIST HEALTHCARE WASHINGTON ADVENTIST HOSPITAL,1350.351392,38.9856862,-77.0019265
GARRETT COUNTY MEMORIAL HOSPITAL,1106.478637,39.413393,-79.4010325
MEDSTAR MONTGOMERY MEDICAL CENTER,1608.310446,39.1540614,-77.0547374
PENINSULA REGIONAL MEDICAL CENTER,1386.40428,38.362468,-75.598013
SUBURBAN HOSPITAL,1544.571491,38.9972577,-77.110582
ANNE ARUNDEL MEDICAL CENTER,1256.569057,38.9901469,-76.5341382
MEDSTAR UNION MEMORIAL HOSPITAL,1709.494618,39.329267,-76.614289
WESTERN MARYLAND REGIONAL MEDICAL CENTER,1308.875844,39.6481502,-78.7325179
MEDSTAR SAINT MARY'S HOSPITAL,1169.862826,38.3020953,-76.6382144
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,1867.220861,39.2901622,-76.5471072
UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN,1078.952093,39.21837,-76.064499
UNION HOSPITAL OF CECIL COUNTY,1132.538696,39.6085655,-75.8320015
CARROLL HOSPITAL CENTER,1586.457646,39.5582432,-76.9908346
MEDSTAR HARBOR HOSPITAL,1500.656052,39.2521066,-76.614284
UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,1120.59036,38.52906,-76.9724071
UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,1095.829012,38.7693889,-76.076719
UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,1732.715603,39.2986161,-76.6207831
CALVERTHEALTH MEDICAL CENTER,1128.437771,38.5626456,-76.5956632
NORTHWEST HOSPITAL CENTER,1242.810497,39.3589414,-76.7816866
UNIVERSITY OF MD BALTO WASHINGTON  MEDICAL CENTER,1304.114462,39.1376872,-76.6228375
GREATER BALTIMORE MEDICAL CENTER,1306.488825,39.3952133,-76.627243
EDWARD MCCREADY MEMORIAL HOSPITAL,1441.742103,37.9971729,-75.852394
HOWARD COUNTY GENERAL HOSPITAL,1327.881326,39.2141113,-76.885968
UNIVERSITY OF M D UPPER CHESAPEAKE MEDICAL CENTER,1556.602995,39.5188422,-76.3461222
DOCTORS'  COMMUNITY HOSPITAL,1189.618548,38.9808223,-76.8651595
UNIVERSITY OF MD LAUREL REGIONAL HOSPITAL,1453.685473,39.0866732,-76.8818523
MEDSTAR GOOD SAMARITAN HOSPITAL,1545.729076,39.3580471,-76.5866301
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,1543.595869,39.0980422,-77.1982981
UNIV OF MD REHABILITATION &  ORTHOPAEDIC INSTITUTE,1439.843789,39.3140909,-76.7082478
FORT WASHINGTON HOSPITAL,1062.798473,38.7285124,-76.9925925
ATLANTIC GENERAL HOSPITAL,1256.076639,38.3396404,-75.2115477
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,1618.889923,38.7482634,-76.8757571
UNIVERSITY OF MARYLAND ST JOSEPH MEDICAL CENTER,1462.170813,39.3873256,-76.6111596
LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL,2203.59732,39.3540567,-76.6651525
HOLY CROSS GERMANTOWN HOSPITAL,1220.794525,39.1816721,-77.242491
HEALTH ALLIANCE - CLINTON HOSPITAL,1298.657054,42.5410183,-71.761278
MOUNT AUBURN HOSPITAL,1467.787718,42.373977,-71.1334327
STURDY MEMORIAL HOSPITAL,1290.322059,41.94183,-71.2756732
LAWRENCE GENERAL HOSPITAL,1328.261733,42.7097784,-71.1501351
CAMBRIDGE HEALTH ALLIANCE,1428.958672,42.3748419,-71.1045635
CAPE COD HOSPITAL,1504.840371,41.6529916,-70.2746123
"COOLEY DICKINSON HOSPITAL INC,THE",1225.333737,42.3305027,-72.6531304
BAYSTATE FRANKLIN MEDICAL CENTER,1172.535655,42.5962034,-72.5923856
CARNEY HOSPITAL,1590.817753,42.2780789,-71.0662235
HARRINGTON MEMORIAL HOSPITAL-1,1097.452048,42.0785117,-72.0420277
SAINT ANNE'S HOSPITAL,1128.8792,41.6929483,-71.1633254
HOLYOKE MEDICAL CENTER,1058.059158,42.2003761,-72.6275517
ANNA JAQUES HOSPITAL,1070.097968,42.8141914,-70.8912533
BAYSTATE WING HOSPITAL AND MEDICAL CENTERS,995.6462113,42.1694156,-72.341697
BOSTON MEDICAL CENTER CORPORATION-,2327.527138,42.3347978,-71.0732987
BEVERLY HOSPITAL CORPORATION,1332.201624,42.5641759,-70.8757597
NORTH SHORE MEDICAL CENTER -,1318.608679,42.511131,-70.908294
ST ELIZABETH'S MEDICAL CENTER,2188.043836,42.3488724,-71.1473582
BERKSHIRE MEDICAL CENTER INC - 1,1094.289011,42.459655,-73.249344
MARLBOROUGH HOSPITAL,1007.583327,42.3543702,-71.5540829
SIGNATURE HEALTHCARE BROCKTON HOSPITAL,1318.459875,42.0874254,-70.991421
CLINTON HOSPITAL ASSOCIATION,1331.414141,42.4274066,-71.6929665
BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,1231.0997,41.9430573,-70.6452871
ADCARE HOSPITAL OF WORCESTER INC,716.9871855,42.2764959,-71.7947067
LOWELL GENERAL HOSPITAL,1222.509953,42.6478334,-71.3419737
BAYSTATE NOBLE HOSPITAL,1093.610217,42.1182045,-72.7598213
MERCY MEDICAL CTR,1138.184313,42.1144919,-72.5933409
HALLMARK HEALTH SYSTEM,1859.689558,42.4604103,-71.0610124
MASSACHUSETTS GENERAL HOSPITAL,3418.140276,42.3631542,-71.0688334
MORTON HOSPITAL,1075.434978,41.9062928,-71.0954214
"SOUTHCOAST HOSPITAL GROUP, INC",1153.523905,41.709404,-71.1451574
MASSACHUSETTS EYE AND EAR INFIRMARY -,1628.893381,42.3627386,-71.070112
BAYSTATE MEDICAL CENTER,1665.43897,42.1216158,-72.6037013
HOLY FAMILY HOSPITAL,1116.583865,42.7275251,-71.1679687
BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,962.94221,42.2770426,-71.2366552
EMERSON HOSPITAL -,1298.760073,42.4518189,-71.3750001
BETH ISRAEL DEACONESS MEDICAL CENTER,2460.683402,42.3398798,-71.1045583
NEW ENGLAND BAPTIST HOSPITAL,1784.731448,42.3296512,-71.1073952
MILFORD REGIONAL MEDICAL CENTER,1139.434713,42.1333439,-71.5288105
HEYWOOD HOSPITAL -,1016.838751,42.5864159,-71.9870586
NASHOBA VALLEY MEDICAL CENTER,1138.494276,42.5772839,-71.5739659
SOUTH SHORE HOSPITAL,1389.492233,42.1756735,-70.9541558
NEWTON-WELLESLEY HOSPITAL,1193.005568,42.3306338,-71.2464373
WINCHESTER HOSPITAL,1290.428699,42.4658868,-71.1224312
BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,950.8450051,42.2511756,-71.077522
BRIGHAM AND WOMEN'S HOSPITAL,3746.352037,42.3362036,-71.1067408
GOOD SAMARITAN MEDICAL CENTER,1089.042453,42.0978285,-71.0615518
TUFTS MEDICAL CENTER,3130.290993,42.3496931,-71.0622515
BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1312.993459,42.3016412,-71.1285351
NORWOOD HOSPITAL,1196.612917,42.189271,-71.2019413
FALMOUTH HOSPITAL,1350.780672,35.592274,-82.551191
UMASS MEMORIAL MEDICAL CENTER INC,2892.94126,42.2753066,-71.7626132
"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",2782.40226,39.0410574,-94.5826762
METROWEST MEDICAL CENTER,1298.51004,42.2851459,-71.4188086
ST VINCENT HOSPITAL,1572.267109,42.2647185,-71.7968904
NANTUCKET COTTAGE HOSPITAL,1126.041957,41.2749552,-70.1008034
ST MARY MERCY HOSPITAL,1542.726645,42.3943459,-83.4043441
SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,2079.182144,42.8205543,-85.9879712
PROMEDICA BIXBY HOSPITAL,1114.686108,41.9138521,-84.0486253
PONTIAC GENERAL HOSPITAL,1207.964286,42.635104,-83.3092456
